COG Customer Item Number,TEC Item Number,Item Descripton,Supplier Code,Subcategory,Price
360940,750X336102-524,CURRENT TRANSFORMER 600V 2000:5 JAB-0S REVENUE-SENSE HI TEMP .15S AE SPECS,GEG02,3CTVTPT    ,96.11
360461,CSTK4,STRAP KIT 4IN,CIT05,3BRACKET   ,0
360582,"TAG DECAL PHASE ID C 1.5""","TAG DECAL PHASE ID LETTER ""C""1.5""",CIT05,3SIGNS     ,0
360196,WR815,H-TAP 4/0-477  RUN #6-2/0 TAP,THO05,3CONNCOMP  ,4.11
360479,V138WH,TAG BLANK WHITE  SECONDARY SERVICE ID W/ZIP TIES,ELE01,3SIGNS     ,0
360505,GLS-5002,SPLICE GUY 3/8 HS COM SM 0.360-0.405,ARK05,3CONNAUTO  ,0
360287,QF48-24-18,"GROUND SLEEVE FIBERGLASS 48"" X 24"" X 18""",QUA07,3GRDSLEEVE ,203.27
360760,STB120N12602,TANGENT FG 10FT CNTR MNT,SHA10,3FIBARMDE  ,0
360885,9L20AXX418BHS,ARRESTER DIST 18KV W/ BRKT NO CAP,GEG02,3ARRESTDIS ,49.33
360460,F4242-32CL1224,PAD FLAT POLYMER CONCRETE 42 X 42 X 3 W/ 12 X 24 OPENING W/ TIE DOWN & 1 LIFT PROV,DIV02,3XFRMRPAD  ,149.72
362063,CABLE SPREADER CT5,CABLE SPREADER  XFRM 1PH PAD CAT5 CITY OF GTOWN,CIT05,3XFRMRPAD  ,0
360028,272SOP,STAND PARKING 25KV,THO05,3MLDRUBBER ,72.25
360567,GCC21-78R,INSULATOR GUY STRAIN 78IN 21K CLEVIS-CLEVIS W/ 1 ROLLER,MAC10,3FIBGUYSTN ,26.72
360224,602001,SHOOT ON TAP 336.4 - 1/0,TYC02,3CONNSHOOT ,14.43
360677,300 14.4-208/120 3PH PAD PEC,PAD 300 KVA 14400 208/120 3PH,ERM02,3TRANURD3P ,12700
360079,225 DV-480/277 3PH PAD,PAD 225 KVA 14400X7200 480/277 3PH W/ TAPS 2 @ +/- 2.5%,GEP01,3TRANURD3P ,11046.88
360057,PA21-P302,INTERRUPTER SINGLE PHASE PADMOUNT SWITCH 25KV 800AMP,RYA03,3SWITCHURD ,13370.37
360256,TAP10CUSTR-05,1/0 AWG CU 19 STR SD HENDRIX TAP WIRE 500FT NRR TPR COVER,HEN03,3WIRERISER ,8.46
360358,CREO501W,POLE WOOD 50FT CL 1 CREOSOTE,500,2MFGCREPOL ,13.65
360166,12MW-24-AB,BRACKET TRANSFORMER MTG. (3) 3 - 100KVA W/ TYPE A & B BOLT PACKS,ALU01,3BRACKET   ,363.12
360939,7200366,SWING LOCK BOLT KIT 4FT X 8FT,OLD03,3TOOL      ,67.9
360621,15 14.4-277/480 2B,CONV 15 KVA 14400 277/480 2 BUSHING,GEP01,3TRANOH    ,779.01
361123,GA9400GAA,CONN GA VISE 4/0 STR -336 ACSR,TEC05,3CONNMECH  ,16.73
360708,U2025B-2H,TAGS CABLE IDENTIFICATION BLUE,UTI05,3SIGNS     ,0.53
360521,U1980-O,SOCKET METER 200A 4T UG BLANK SWY,MIL07,3SOCKETS   ,61.39
360424,SLIPPERY ROCK 1500FT NRR,350 MCM AL QUAD 350-350-350-4/0 URD 1500FT 66X36X36 NRR,CME02,3WIREUDSEC ,4.02
361755,EZMS10279,TIE SPOOL EZ WRAP 795 .969-1.096 38IN GREEN,PRE12,3FMDWIRE   ,16.77
360046,27-GLASS CLOTH TAPE,TAPE GLASS CLOTH CLASS B INSULATION 3/4IN X 66FT,3M002,3TAPE      ,12.37
366919,ZDC300P8082,METER FOCUS A3TL FM 2S CL200 120-480V CITY OF GTOWN,CIT05,3METER     ,0
362028,ELBOW PVC 6X22.5X30R STD BE,ELBOW PVC 6IN 22.5 DEGREE STD 30IN RADIUS BELLED END9 (924889),ATK01,3CONDUFITT ,42.8
360447,AS2720-4.5,GUYING TEE DOUBLE 15/16 MOUNTING HOLE 70K RATED CURVED BASE,HUG08,3BRACKET   ,96.6
360607,WR289,H-TAP 1/0-2/0 RUN #6-#2 TAP,THO05,3CONNCOMP  ,0.83
360500,U200SO8U,ARM STREETLIGHT UPSWEPT GALV,CIT05,3LGHTARM   ,0
360506,5102,DEADEND AUTO 3/8 & 14M GUY WIRE,MAC10,3CONNAUTO  ,18.69
360581,PS1.2-0/O,"LABEL LETTER-""0 OR O""  FOR 2"" RY  BLACK ON YELLOW SHEET",ALM02,3SIGNS     ,0
360063,75 DV-240/120 PAD,PAD 75 KVA 14400X7200 240/120 1PH,GEP01,3TRANURD1P ,3153.43
360495,PS1.2-A,"LABEL LETTER-FOR 2"" RY  'A""  BLACK ON YELLOW SHEET",ALM02,3SIGNS     ,0
360567,GS21078CC1,INSULATOR GUY STRAIN 78IN 21K CLEVIS-CLEVIS W/ 1 ROLLER,CIT05,3FIBGUYSTN ,41.05
360475,300 14.4-480/277 3PH PAD,PAD 300KVA 14400 480/277 3PH,ERM02,3TRANURD3P ,9223.9
360756,SSU-4-10,FOAM POLECRETE 1 GALLON KIT 125/PALLET,GRA17,3FOAM      ,46.06
,XARM 8FT TYPE 14,"XARM 8FT 4-3/4"" X 5-3/4"" REA TYPE 14",BRO02,3XARMWOOD  ,102.2
362069,K650SOP,STAND OFF PLUG 600A,THO05,3MLDRUBBER ,111.03
360268,51080,FUSE FIT ALL TYPE T 80A,COO02,3FUSE      ,8.78
360314,3/8 GUY EHS 500FT,WIRE GUY 3/8 EHS 500 COILS (.272#/FT),CON08,3WIREGUY   ,0.56
360313,118324,STAPLE 1-1/2  X 3/8 X 0.148 9G KNURLED SLASH POINT GALV 50# BX (3050 PCS),BEK01,3FASTENERS ,2.34
360223,J203Z,PIN XARM GALV 5/8 X 5 X 1 NYLON 5-3/4IN SHANK,MAC10,3PINHDWE   ,5.57
361079,5058103,AIR FLOW SPOILER .564-.76 336MCM LENGTH 14.5 FT YELLOW,PRE12,3FIBERMISC ,35.54
360689,U1N68,SPLICE #6-#8 INSULATED,THO05,3CONNCOMP  ,0.85
360749,G1MDA118DV3,STANDOFF FG 1PH 18IN 15 DEG VERT PIN 1-3/8IN NYLON THREAD 1.5IN ROD,MAC10,3FIBBRKTS  ,35.64
361016,TFS-055 HD,"SACK TRANSFORMER 25"" X 56"" RED",AND06,3SAFETY    ,53.57
361003,YDS33R,SPLICE COMPRESSION 336.4 ACSR TWO PIECE FULL TENSION,FCI02,3CONNCOMP  ,0
362107,14  CU SOL THHN BLK 500FT,14 AWG CU SOL THHN BLACK 600V 500FT NRR,CME02,3WIRE600VC ,0.15
360183,CO-OX-8,INHIBITOR OXIDE 8OZ,CMC01,3LUBRICANT ,9.56
360011,167DRG,CAP INSULATED PROTECTIVE 15KV W/ GRD & TEST POINT,THO05,3MLDRUBBER ,31.57
360325,750X120262,CURRENT TRANSFORMER 600V 400:5  JAD-OC W/ SS BASE,GEG02,3CTVTPT    ,109.81
362033,1292RAC,"BUSHING GROUNDING 2"" WIRE SIZE #1/0 STR - 14 SOL",CIT05,3CONDUFITT ,0
360341,750X133313,CURRENT TRANSFORMER 600V 400:5 JAK-0C  W/LBP RF4,GEG02,3CTVTPT    ,86.82
362093,HC50150SS,BOLT HEX CAP 1/2 X 1-1/2 STAINLESS STEEL,ALL15,3FASTENERS ,0.48
360456,U1080SYB-120-B,"LABEL LETTER-1IN TALL 'B""  YELLOW ON BLACK",UTI05,3SIGNS     ,0
360411,642,WIPE MULTI-PURPOSE ORANGE PEEL CLEANING  - BUCKET,CIT05,3CLEANER   ,32.1
362014,CONDUIT STL 3,CONDUIT GALV RIGID 3IN X 10FT,ATK01,3CONDUPIPE ,22.06
360409,NS127B,PHOTOCELL 105-305V 1000W D2D LONG LIFE FOR LED FIXTURES BLK,NIG02,3LGHTPE    ,12.96
360154,310046-27,BOLT PENTA 1/2 X 3 BRONZE XLSHAFT,ERM02,3FASTENERS ,8.64
360129,J7538,ROD ANCHOR 1 X 8 TWINEYE,MAC10,3ANCHORROD ,70.93
360169,KE1068B,GUARD WILDLIFE 100A 15KV CUTOUT GREY,KAD01,3WILDLIFE  ,10.14
360580,"POLE NUMBER LOCATION 1"" X 36""","POLE NUMBER LOCATION 1"" X 36""",CIT05,3SIGNS     ,0
360018,8452,CABLE SEALING KIT 15KV #2-4/0 25KV #2-2/0 35KV #2-1/0,3M002,3TERMINATO ,19.37
360091,100 DV-120/240 2B SPD,CONV 100 KVA 14400X7200 120/240 2 BUSHING W/ 4H SPADES,GEP01,3TRANOH    ,2747.63
360395,CONDUIT PVC 3X20,CONDUIT PVC 3IN X 20FT SCH 40 LONG BELL (8512) (1760'/LIFT),ATK01,3CONDUPIPE ,6.04
361600,1.5 DV-120/240 2B,CONV 1.5 KVA 14400X7200 120/240 2 BUSHING,ERM02,3TRANOH    ,635.8
362002,ELBOW PVC 4X90X36R,ELBOW PVC 4IN 90 DEGREE 36IN RADIUS BELLED END (862293),ATK01,3CONDUFITT ,30.74
360876,1012649,PEDESTAL METER 1 POSITION 200A,DUR03,3SOCKETS   ,0
360301,GL410,SPLICE AUTO 336.4 ACSR 18/1  266-336 AAC  312.8 AAAC,ARK05,3CONNAUTO  ,25.84
360213,WCY50,CONNECTOR WEJTAP 397.5-4/0 TO #2-#4,FCI02,3CONNSHOOT ,0
360315,C206-0283,BRACKET XARM FOR ARRESTER OR CUTOUT,ARK05,3BRACKET   ,0
360260,51012,FUSE FIT ALL TYPE T 12A,COO02,3FUSE      ,3.81
360009,274FT,FEED-THRU LOADBREAK 25KV 200A,THO05,3MLDRUBBER ,160.66
380880,ZHP018-2000000-PEC,ARRESTER 18KV HD OFF THE POLE PEC ASSMBLY W/ GH-201D,TEC02,3COMPASM-A ,109.15
360555,DA3000096E3B7X2,DEADEND FG 8FT 3-5/8 X 4-5/8 13.7K/PH 3 WIRE PUPI 8FT DRILL GRAY,GEO08,3FIBARMDE  ,310.74
362043,CR24B,"CABLE RACK 24""",UND02,3BRACKET   ,28.15
360396,CONDUIT PVC 4X20,CONDUIT PVC 4IN X 20FT SCH 40 LONG BELL (8516),ATK01,3CONDUPIPE ,7.97
360687,ES6W8W,INSULINK #8-10 AL/CU INS SLEEVE GREEN,ARK05,3CONNCOMP  ,0
360706,U2025W-2H,TAGS CABLE IDENTIFICATION WHITE,UTI05,3SIGNS     ,0.3
366922,ZF5WKA00000,METER FOCUS R2SD FM 12S CL200 120V CITY OF GTOWN,CIT05,3METER     ,0
360695,U1N28,SPLICE #2-#8 INSULATED,THO05,3CONNCOMP  ,0.85
360547,AR0128,ARMOR ROD 336 18/1 .656 - .679  66IN BROWN,PRE12,3FMDWIRE   ,23.33
360224,WCY51,CONNECTOR WETJAP 397.5-4/0 TO 4/0-#2,FCI02,3CONNSHOOT ,13.62
360739,CTS4,SPLICE COMPRESSION #4 SOL CU FULL TENSION,THO05,3CONNCOMP  ,0
360099,25 DV-240/480 2B,CONV 25 KVA 14400X7200 240/480 2 BUSHING,GEP01,3TRANOH    ,1099.59
360641,31520SCAMT1R2FGBZ,FIXTURE ROADWAY COBRAHEAD 200W MULTI-TAP BRONZE,ACU03,3LGHTHID   ,0
360020,274J3-5,JUNCTION 25KV 3 POINT WITH STRAP,THO05,3MLDRUBBER ,212.52
360230,RS900G-HI-D-2SC25-XX,SWITCH ETHERNET 10 PORT RUGGEDCOM 110V,SIE02,3RELAYCTRL ,0
360146,R8812,BOLT MACHINE GALV 5/8 X 12,POW06,3BOLTWSHR  ,1.06
360144,8874,BOLT DOUBLE ARMING GALV 5/8 X 24,MAC10,3BOLTWSHR  ,5.76
362105,12 CU SOL THHN BLU 500FT NRR,12 AWG CU SOLID THHN BLUE 600V 500FT NRR,CME02,3WIRE600VC ,0.1
362005,ELBOW PVC 3X90X36R,ELBOW PVC 3IN 90 DEGREE 36IN RADIUS BELLED END (865576),ATK01,3CONDUFITT ,22.41
360125,88135,ANCHOR 8IN EXPANDING FOR 5/8-3/4IN ROD,ARK05,3ANCHOR    ,16.32
360538,BASOCL6-12H,BRACKET CONDUIT STAND-OFF 6IN W/ 12IN H-BAR,BAR04,3BRACKET   ,32.09
360279,RS202N,"SOCKET METER 200A 4T OH RL W/ 2"" HUB",DUR02,3SOCKETS   ,0
363455,10-169,CLEANER ALL PURPOSE 1 GAL BOTTLE PRE MIXED,HAS02,3CLEANER   ,17.84
360159,9416,BOLT OVALEYE FORGED GALV 5/8 X 16,MAC10,3BOLTWSHR  ,5.19
361211,7656-S-4-1000-GUS,TERMINATOR COLD SHRINK 25/KV 1000 MCM W/ BRKT & RISER BOOT,3M002,3TERMINATO ,0
362041,SPACER INTERMEDIATE 3 INCH,SPACER INTERMEDIATE FOR 3IN CONDUIT W/2IN SEPARATION (1581),ATK01,3CONDUFITT ,0.94
360730,END BELL PVC 5,END BELL FOR 5IN PVC (59683),ATK01,3CONDUFITT ,8.69
360097,100 DV-277/480 2B SPD,CONV 100 KVA 14400X7200 277/480 2 BUSHING W/ 4H SPADES,GEP01,3TRANOH    ,2619.75
360004,500 CU STR XLP USE 500FT NRR,500 MCM CU 37STR XLP USE-2/RHH/RHW-2 BLK 600V 500FT,SER02,3WIRE600VC ,14.3
361124,GA9401GAA,CLAMP GROUND VISE TYPE ALUMINUM 6SOL - 336STR .502 - .741 RUN .162 - .593 TAP,TEC05,3CONNMECH  ,21.38
362016,ELBOW STL 4 X 90 X 48R,ELBOW RIGID 4IN 90 DEGREE 48IN RADIUS,ECN01,3CONDUFITT ,218.18
