364131,DST0358,TIE DOUBLE SUPPORT J NECK  336 .666 - .755 19IN BROWN,PRE12,3FMDWIRE   ,91,21.85
360178,7195,CLAMP WEDGE 2-6,MAC10,3CONNCOMP  ,56,1.74
360550,ATBXP50MVOLTR23KXLNLVRP7,FIXTURE AUTOBAHN COBRAHEAD LED MULTIVOLT NOCSA W/ PHOTOCONTROL RECEPTACLE,ACU03,3LGHTLED   ,70,192.98
360526,Y618611,TAG 3.25"X5.5" EQUIPMENT BLK/WHT PHASE B URD B,ELE01,3SIGNS     ,30,2.30
360448,178,LOCKWASHER SPRING DOUBLE COIL HDG FOR 3/4" BOLT "J178",MAC10,3BOLTWSHR  ,42,.49
360759,GEP6,PLATE POLE EYE 3/4IN TOP MTG BOLT 2 EA 3/4IN BOTTOM MTG HOLES,ARK05,3BRACKET   ,14,10.02
360175,SUNYYK2.5NB7,LABEL LETTER-C 2.5IN TALL '7"  YELLOW ON BLACK HIGHLY REFLECTIVE,ELE01,3SIGNS     ,7,9.51
360697,ICS72-1,SLEEVE #2-#4 INSULATED AL/CU,THO05,3CONNCOMP  ,70,1.36
362046,HDL LOCKING CLIP,CLIP LOCKING FOR CABLE RACK,UND02,3BRACKET   ,28,1.89
361758,8890,BOLT DOUBLE ARMING GALV 3/4 X 20,POW06,3BOLTWSHR  ,98,5.51
360509,SEL-915900015,MOUNTING KIT DIN RAIL FOR SEL SATELLITE-SYNCHRONIZED CLOCKS,SCH08,3RELAYCTRL ,14,143.02
360492,POLE TAG VERTICAL V500 NO 0-9,POLE TAG VERTICAL V500 NO 0-9,CIT05,3SIGNS     ,7,.00
360494,750X136464,CURRENT TRANSFORMER 600V 500:5 JAB-0W PAD MTD ENCOMPASS HI TEMP,GEG02,3CTVTPT    ,455,96.90
360960,KLKR10A,FUSE 10A 600V MIDGET FAST ACTING LITTLEFUSE,CIT05,3FUSE      ,7,10.11
360207,69338-4,SHELL AMPACT CARTRIDGE YELLOW,TYC02,3CONNSHOOT ,97,1.55
360359,SPRAM45-386F-40PI,SWITCHGEAR PADMOUNTED LOADBREAK 27KV,GWE02,3SWITCHURD ,112,.00
361017,SHOCKDAN/PELIGROSO,LABEL DANGER KEEP OUT! BILINGUAL 11X5IN,209,3SIGNS     ,7,2.03
360173,70380340,GUARD WILDLIFE 5-1/2IN FOR OH BUSHING/ARRESTER MINI-SHEDMOUNT,CEN10,3WILDLIFE  ,14,4.68
360337,TIE WIRE #4 ALUM,TIE WIRE #4 ALUM 25# BOX COIL (654FT/25#),NEH02,3WIRETIE   ,57,3.83
366913,ZD3310P8202,METER FOCUS A3TL FM 16S (15S) CL200 120-480V CITY OF GTOWN,CIT05,3METER     ,7,.00
361023,8877,BOLT DOUBLE ARMING GALV 5/8 X 28,POW06,3BOLTWSHR  ,16,4.21
366940,ZD3310P80L4-ZN11407,METER FOCUS A3RL FM 16S(15S) CL200 120-480V CITY OF GTOWN,CIT05,3METER     ,1,.00
360153,PENTAHEAD BOLT SS,BOLT PENTA 1/2INX 1-1/2 STAINLESS STEEL,GEP01,3FASTENERS ,63,2.79
360905,HDL500NTN,LUG COMPRESSION 500 2H CU HEAVY DUTY TIN PLATED,THO05,3CONNCOMP  ,147,33.07
360274,177,LOCKWASHER SPRING DOUBLE COIL HDG FOR 5/8" BOLT,ALU01,3BOLTWSHR  ,168,.24
360284,6503,EYENUT FORGED OVAL FOR 3/4 BOLT,ELE05,3BOLTWSHR  ,14,5.09
360540,BASOCL6-24FW,BRACKET CONDUIT STAND-OFF 6IN W/ 24IN FOUR WAY T SLOT,BAR04,3BRACKET   ,7,55.95
360652,SS201S625,BAND 5/8 W X .30" THICK  X 100FT SS ROLL IN BOX USE W/ SS201B625,UND02,3FASTENERS ,7,119.75
360040,AM303022262,ENCLOSURE SECTIONALIZING 1PH 22D X 30W X 30H 14GA 25KV RATING,DUR03,3STEELENCL ,140,430.96
360073,750 DV-208/120 3PH PAD,PAD 750 KVA 14400X7200 208/120 3PH,GEP01,3TRANURD3P ,63,38229.63
360051,PVI41-386-12-12,INSULATED DEADFRONT PDMNT 4 WAY SWITCH 25KV 125KV BIL SF6,RYA03,3SWITCHURD ,182,58479.01
360502,PCA304836-90248,ENCLOSURE 30 W X 48 L X 36 D W/POLYMER CONCRETE LID STAMPED FIBER ON LID 4 HOLE,NEW15,3FIBERENCL ,28,1003.35
360790,2GUA072200D220,CAPACITOR 200KVAR 7200V 2 BUSH 95KV BIL,ABB07,3CAPACITOR ,47,633.23
360457,U1080SYB-120-C,LABEL LETTER-1IN TALL 'C"  YELLOW ON BLACK,UTI05,3SIGNS     ,7,6.40
362097,60406 ANCHOR,ANCHOR DROP-IN 1/2-13 STEEL FOR CONCRETE,MIN03,3FASTENERS ,7,8.06
360021,LJ225C4B,JUNCTION 25KV 4 POINT WITH SS BRACKET,COO02,3MLDRUBBER ,250,280.60
360950,9F54LFC030,FUSE BAYONET LOAD SENSING 3A (300011-20),ECI02,3FUSE      ,20,10.92
361764,8924,BOLT MACHINE GALV 3/4 X 24,POW06,3BOLTWSHR  ,70,4.30
360410,FW50SSPPBE,WASHER BELLEVILLE 1/2" SS,ALL15,3FASTENERS ,14,.59
360742,TAF-150-36 08-10,ANCHOR DOUBLE HELIX 8" & 10"  1-1/2IN  X 3FT SQ SHAFT,EAR04,3ANCHOR    ,98,109.40
360470,U1080SYB-120-8,LABEL LETTER-1IN TALL '8"  YELLOW ON BLACK SHEET,UTI05,3SIGNS     ,7,6.40
360635,ELBOW PVC 6X90X36R BE,ELBOW PVC 6IN 90 DEGREE 36IN RADIUS BELLED END (875754),ATK01,3CONDUFITT ,160,87.43
360484,75 14.4-120/240 2B,CONV 75 KVA 14400 120/240 2 BUSHING,GEP01,3TRANOH    ,63,1918.06
360487,GS204822W,GROUND SLEEVE 48" METAL,CIT05,3GRDSLEEVE ,1,441.14
360349,1055ASTRA-ZN11407,VOLTAGE TRANSFORMER 10KVBIL 480:120 TYPE DB,DUR03,3CTVTPT    ,275,.00
362041,S289LLN,SPACER INTERMEDIATE 3IN X 3IN,THO05,3CONDUFITT ,60,.94
360029,625BES,BUSHING EXTENDER/STUD 25KV,CIT05,3MLDRUBBER ,1,67.48
361026,8509900,BARREL LOCK F LEDLOY,EJB02,3SEALS     ,42,4.01
360162,7744,BOLT SINGLE UPSET 5/8 X 14,ARK05,3BOLTWSHR  ,14,9.81
360625,HANDHOLE COVER AL OVAL-ZN11407,POLE STREET LIGHT COVER FOR 25' POLE SINGLE ARM ALUMINUM OVAL  CITY OF GEORGETOWN,CIT05,3LGHTPART  ,1,.00
360232,WPBYN-BOX25,SHELL WEJ TAP CARTRIDGE YELLOW,FCI02,3CONNSHOOT ,14,1.65
360360,FI-3AS24TRB,FAULT INDICATOR OVERHEAD 120A 24HR RESET,SMA02,3FAULTIND  ,28,210.80
361034,AF8716,BOLT MACHINE GALV 1/2 X 16,ALU01,3BOLTWSHR  ,168,2.95
360950,4000358C03B,FUSE BAYONET LOAD SENSING 3A,COO02,3FUSE      ,56,17.06
360527,Y4163206,LABEL 4"X6" BLUE/SVR "NORMALLY OPEN",ELE01,3SIGNS     ,30,3.16
360602,ATBMEMVLTR23KXLP5AONLRFD214953,FIXTURE LED COBRAHEAD AUTOBAHN MULTIVOLT,ACU03,3LGHTLED   ,7,413.95
360077,112.5 DV-480/277 3PH PAD,PAD 112.5 KVA 14400X7200 480/277 3PH W/ TAPS +/- 2.5%,ERM02,3TRANURD3P ,224,8597.53
364125,DBST1303 TIE DOUBLE SIDE,TIE DOUBLE SIDE J NECK  1/0 .358 - .405 21IN YELLOW,PRE12,3FMDWIRE   ,63,7.66
362028,ELBOW PVC 6"X22.5X36R BE,ELBOW PVC 6IN 22.5 DEGREE 36IN RADIUS BELLED END (882795),ATK01,3CONDUFITT ,72,42.18
360695,ES2R6W,SPLICE #2-#8 INSULATED,ELE05,3CONNCOMP  ,14,.23
360731,PKKSTAK001,STAKE PEDESTAL 40" X 1-1/2",ADV07,3PEDESTAL  ,7,16.10
360259,51006,FUSE FIT ALL TYPE T 6A,COO02,3FUSE      ,63,3.96
364100,DST-0350,TIE DOUBLE SUPPORT J NECK  #4 .245 - .277 14IN ORANGE,PRE12,3FMDWIRE   ,14,13.66
360366,LU200 MOGUL,BULB 200W HPS MOGUL BASE,HOW02,3LGHTLAMP  ,63,6.46
364120,STJ1505P,TIE SIDE J NECK  1/0 .358 - .405 26IN YELLOW,PRE12,3FMDWIRE   ,77,6.11
361999,COUPLING PVC 6 LG,COUPLING PVC 6IN LONG LINE W/ CENTER STOP (925116),ATK01,3CONDUFITT ,73,20.93
360906,AL18,LUG COMPRESSION 266-336ACSR 2 HOLE AL/CU EXTENDED BARREL,THO05,3CONNCOMP  ,7,10.32
362062,CONDUIT STL 6,CONDUIT GALV RIGID 6IN X 10FT,ATK01,3CONDUPIPE ,147,86.27
360480,11118610002000,MARKER POST FIBERCURVE 72"X4" W/ CITY OF GEORGETOWN LABEL,ELE01,3SIGNS     ,21,.00
360342,92352-019-ZN11407,CURRENT TRANSFORMER 600:5 WINDOW TYPE ITRON R6M LOW BASE,DUR03,3CTVTPT    ,275,.00
360140,8866,BOLT DOUBLE ARMING GALV 5/8 X 16,POW06,3BOLTWSHR  ,95,2.98
360290,GH6,GUY ATTACHMENT 3/4IN  MTG BOLT GOAT HEAD 2 BOLT STYLE,ELE05,3BRACKET   ,16,4.81
360467,2000 14.4-480/277 3PH PAD,PAD 2000 KVA 14400 480/277 3PH,GEP01,3TRANURD3P ,63,45317.28
364112,DBST-1311,TIE DOUBLE SIDE J NECK  795 .969 - 1.096 23IN GREEN,PRE12,3FMDWIRE   ,91,14.54
362055,S288NLN,SPACER BASE 4IN X 3IN,THO05,3CONDUFITT ,7,2.35
360883,167ESA10,ARRESTER ELBOW 10KV (15KV INTERFACE),THO05,3ARRESTURD ,119,78.83
360625,HANDHOLE COVER AL OVAL,POLE STREET LIGHT COVER FOR 25' POLE SINGLE ARM ALUMINUM OVAL  CITY OF GEORGETOWN,CIT05,3LGHTPART  ,7,.00
360535,UT-H7233U-ZN 11407,SOCKET METER 200A 3PH HCP 7T,CIT05,3SOCKETS   ,1,.00
360348,760X134005,VOLTAGE TRANSFORMER 600V 2.5:1 300:120 JVA-0C UNFUSED,GEG02,3CTVTPT    ,112,196.34
360159,9416,BOLT OVALEYE FORGED GALV 5/8 X 16,MAC10,3BOLTWSHR  ,266,5.57
360213,WCY50,CONNECTOR WEJTAP 397.5-4/0 TO #2-#4,FCI02,3CONNSHOOT ,14,16.51
360020,274J3-5,JUNCTION 25KV 3 POINT WITH STRAP,THO05,3MLDRUBBER ,252,211.58
360144,8874,BOLT DOUBLE ARMING GALV 5/8 X 24,MAC10,3BOLTWSHR  ,14,5.70
362105,12 CU SOL THHN BLU 500FT NRR,12 AWG CU SOLID THHN BLUE 600V 500FT NRR,CME02,3WIRE600VC ,14,.11
360339,750X136202,CURRENT TRANSFORMER 600V 200:5 JAB-OC PAD MTD,GEG02,3CTVTPT    ,266,84.00
362036,8743P,SCREW LAG SQUARE HEAD 3/8 X 3 FETTER DRIVE PILOT POINT,ALU01,3BOLTWSHR  ,168,.50
360647,COS0600ABB-ZN 11407,CURRENT TRANSFORMER SECONDARY 0.15 ACCURACY 600:5 COS-6 LOW BASEPLATE W/ BAR,TEX143,3CTVTPT    ,14,.00
360783,CAP BANK SW25KV600KVAR-ZN11407,CAPACITOR BANK SWITCHED 25KV 600KVAR,CIT05,3CAPBANK   ,1,.00
360486,31131506,RELAY LIGHTING CONTROL 60A 2P 120/240V FUSED W/ PC REC MR-UG 6338,MAY03,3LGHTPE    ,76,727.16
360505,5002,SPLICE AUTO GUY 3/8,MAC10,3CONNAUTO  ,224,15.52
360087,25 DV-120/240 2B-ZU11407,25 14400X7200 120/240 2 BUSHING,CIT05,3TRANOH    ,365,.00
362009,CONDUIT PVC 1X10,CONDUIT PVC 1IN X 10FT SCH 40 STD BELL (8104),ATK01,3CONDUPIPE ,21,1.50
361033,8714,BOLT MACHINE GALV 1/2 X 14,POW06,3BOLTWSHR  ,48,1.74
362028,ELBOW PVC 6X22.5XSTD BE,ELBOW PVC 6IN 22.5 DEGREE STD 30IN RADIUS BELLED END,ATK01,3CONDUFITT ,14,61.63
366931,EJ14128,JUNCTION BOX 14X12X8  HAMMOND MFG,CIT05,3STEELENCL ,1,168.31
360937,1001585-ZN11407,VAULT 4FT X 8FT X 48IN X 5 BOTTOM W 12 X 12 FRAME GATE DOOR AND TAG PAINTED,CIT05,3XFRMRPAD  ,1,.00
360904,AXS584NTP,CONNECTOR TRANSFORMER SPADE 4 HOLE TIN PLATED,CIT05,3CONNURDSE ,1,15.88
362005,ELBOW STL 3X90X36R,ELBOW RIGID 3IN 90 DEGREE 36IN RADIUS,ECN01,3CONDUFITT ,14,105.90
366922,ZF5WKA00000,METER FOCUS R2SD FM 12S CL200 120V CITY OF GTOWN,CIT05,3METER     ,1,205.56
360695,U1N28,SPLICE #2-#8 INSULATED,THO05,3CONNCOMP  ,91,.85
360450,U2161-XT-200-171,SOCKET METER 400A 13T RL 600V TS,MIL07,3SOCKETS   ,372,.00
360960,FNM-10,FUSE 10A 250V MIDGET TIME DELAY BUSSMAN,ARK05,3FUSE      ,14,6.67
360876,1012649-ZN 11407,PEDESTAL METER 1 POSITION 200A,DUR03,3SOCKETS   ,365,.00
360270,UT-H4233A-ZN 11407,SOCKET METER 200A 1P ST,DUR03,3SOCKETS   ,365,.00
360132,5801,ANCHOR SHACKLE 5/8IN PIN 25K RATED,ARK05,3BOLTWSHR  ,42,4.81
360042,AM306622262,ENCLOSURE SECTIONALIZING 3PH 22D X 66W X 30H 14GA,DUR03,3STEELENCL ,112,620.68
360312,E8182053,SWITCH AIRBREAK HANDLE EXTENSION LINK SS BOLT,CIT05,3SWITCH3PH ,1,143.42
360025,LE225CC06T,ELBOW LOADBREAK 25KV 1/0 STR 0.75 - 1.08 W/ TEST POINT,COO02,3MLDRUBBER ,217,37.05
360282,NAIL 8D GALV 1LB BOX,NAIL 8D GALVANIZED (1 LB BOX),CIT05,3FASTENERS ,1,5.80
362055,SPACER CONDUIT BASE 4 INCH,SPACER BASE FOR 4IN CONDUIT W/2IN SEPARATION (1251),ATK01,3CONDUFITT ,12,1.69
360128,5348-ZN 11407,ROD ANCHOR 5/8 X 8 TWINEYE,ARK05,3ANCHORROD ,60,.00
360580,POLE NUMBER LOCATION 1" X 36",POLE NUMBER LOCATION 1" X 36",CIT05,3SIGNS     ,1,67.90
362066,CDT3078,H-TAP CU 2/0 STR TO 2/0 STR,PEN04,3CONNCOMP  ,35,4.24
360018,8452,CABLE SEALING KIT 15KV #2-4/0 25KV #2-2/0 35KV #2-1/0,3M002,3TERMINATO ,14,20.19
360072,500 DV-208/120 3PH PAD,PAD 500 KVA 14400X7200 208/120 3PH W/ TAPS 2 @ +/- 2.5%,ERM02,3TRANURD3P ,224,21414.86
366934,7S40K0G001-ZN11407,METER EA REPEATER STD ENC 120VAC INT ANT WITH MOUNT KIT,CIT05,3METER     ,1,.00
360040,BMSSE183030SP-121,ENCLOSURE SECTIONALIZING 1PH 18D X 30W X 30H 14GA STEEL,BAR04,3STEELENCL ,91,604.04
361003,YDS33R,SPLICE COMPRESSION 336.4 ACSR TWO PIECE FULL TENSION,FCI02,3CONNCOMP  ,60,.00
362107,14  CU SOL THHN BLK 500FT,14 AWG CU SOL THHN BLACK 600V 500FT NRR,CME02,3WIRE600VC ,14,.15
360569,BR100-08-GWM,GROOVE GROUND WIRE MOULDING 8' 7/8" X 1" X 1/2",BRO02,3WOODPROD  ,12,8.40
360260,51012,FUSE FIT ALL TYPE T 12A,COO02,3FUSE      ,63,3.94
362005,ELBOW PVC 3X90X36R,ELBOW PVC 3IN 90 DEGREE 36IN RADIUS BELLED END (865576),ATK01,3CONDUFITT ,57,22.41
360125,88135,ANCHOR 8IN EXPANDING FOR 5/8-3/4IN ROD,ARK05,3ANCHOR    ,21,14.61
360253,31040,FUSE FIT ALL TYPE K 40A,COO02,3FUSE      ,63,5.19
361016,TFS-055 HD,SACK TRANSFORMER 25" X 56" RED,AND06,3SAFETY    ,42,53.57
360642,C11242NG4VP,FOUNDATION AUGER STYLE FOR STREETLIGHT 11"-17" BOLT CIRCLE,CIT05,3LGHTARM   ,7,.00
360407,1804703-ZN11407,PAD FLAT CONCRETE 102IN X 97IN  25KV SG -PME W/THREADED PROVISIONS,CIT05,3XFRMRPAD  ,1,.00
360885,ZHP018-0C00100,ARRESTER 18KV HD POLYMER XARM MOUNT W/ CAP,MAC10,3ARRESTDIS ,105,70.65
360538,BASOCL6-12H,BRACKET CONDUIT STAND-OFF 6IN W/ 12IN H-BAR,BAR04,3BRACKET   ,66,32.09
360097,100 DV-277/480 2B SPD,CONV 100 KVA 14400X7200 277/480 2 BUSHING W/ 4H SPADES,GEP01,3TRANOH    ,63,2619.75
360174,BC2/0,CLAMP HOTLINE BRONZE 8 - 2/0 RUN 8 - 2/0 TAP,ARK05,3HOTLINE   ,17,14.59
360624,21-365,POLE STREET LIGHT AL 25FT W/ 6FT ARM (HAPCO),TEC05,3POLESTL   ,91,.00
360706,U2025W-2H,TAGS CABLE IDENTIFICATION WHITE,UTI05,3SIGNS     ,7,.75
360273,C2050188,LOCKWASHER DOUBLE COIL FOR 3/8 BOLT,CIT05,3BOLTWSHR  ,1,.43
360790,CEP140A6FD,CAPACITOR 200KVAR 7200V 2 BUSH 95KV BIL,COO02,3CAPACITOR ,82,608.82
360341,750X133313,CURRENT TRANSFORMER 600V 400:5 JAK-0C  W/LBP RF4,GEG02,3CTVTPT    ,266,87.86
360733,PVI21-386-043-ZN11407,SWITCHGEAR PADMOUNT 27KV 2S- NO LOAD,GWE02,3SWITCHURD ,112,.00
361211,7656-S-4-1000-GUS,TERMINATOR COLD SHRINK 25/KV 1000 MCM W/ BRKT & RISER BOOT,3M002,3TERMINATO ,7,252.31
360694,ICS68-1,SPLICE #4-#4 INSULATED,THO05,3CONNCOMP  ,18,.46
360265,EF40TCCIR/BOX,FUSE FIT ALL TYPE T 40A,IND11,3FUSE      ,14,2.21
360761,GS21012CC1,INSULATOR GUY STRAIN 12IN 21K CLEVIS-CLEVIS/ROLLER,CIT05,3FIBGUYSTN ,1,26.81
360735,ICS76-1,SLEEVE 1/0-#4 INSULATED AL/CU,THO05,3CONNCOMP  ,70,.99
362175,598930,STRAP STRUT 6IN,CIT05,3FASTENERS ,1,3.72
360026,625J4U,JUNCTION 25KV 4 POINT 600A DEADBREAK W/STRAP,KVA01,3MLDRUBBER ,14,278.53
360394,CONDUIT PVC 2X20,CONDUIT PVC 2IN X 20FT SCH 40 LONG BELL (8508) 2800'/LIFT,ATK01,3CONDUPIPE ,21,3.10
361016,TFS-065 ES,SACK TRANSFORMER 36" X 72" ORANGE POLE MOUNT EXTREME SAC,AND06,3SAFETY    ,21,89.02
361505,TES 240MSA,ARRESTER SURGE 240V 3W MOUNTS BETWEEN METER & SOCKET 4T FM2S,TES05,3SOCKETS   ,14,140.49
360301,GL410,SPLICE AUTO 336.4 ACSR 18/1  266-336 AAC  312.8 AAAC,ARK05,3CONNAUTO  ,64,25.23
360319,GTCL34ATP,LUG TRANSFORMER GROUND 8 SOL - 2/0 STR TIN PLATED,ARK05,3CONNCOMP  ,7,5.31
360182,PAN2.5H3,TAG HOLDER HORIZONTAL POLY FOR 2-1/2 LETTER,ELE01,3SIGNS     ,7,3.23
360925,VAUL75012BN,LUG COMPRESSION 500-750 MCM 2H AL/CU,ARK05,3CONNCOMP  ,42,8.24
360741,TD225-104,ANCHOR SINGLE HELIX 10" TOUGH ONE/TURBO/EXTREME 3/4 OR 1IN ROD 2-1/4 SD 10000FT/LB,MAC10,3ANCHOR    ,140,60.01
360540,BASOCL6-24H,BRACKET CONDUIT STAND-OFF 6IN W/ 24IN H-BAR,BAR04,3BRACKET   ,17,27.56
360705,PED6-500SSP (GT),CONNECTOR SUBMERSIBLE 10-500MCM 6 PORT W/ INHIBITOR,UTI11,3CONNURDSE ,23,28.16
360146,R8812,BOLT MACHINE GALV 5/8 X 12,POW06,3BOLTWSHR  ,65,1.06
360417,PERIWINKLE 500FT COIL,4 AWG AL TRIPLEX ACSR NEU 500FT COIL 86LBS,CME02,3WIREOHSEC ,238,.67
360484,NYA 16F5J 17 P07 ABGBN-ZN11407,POLE STREET LIGHT ANTIQUE 16' GREEN CITY OF GEORGETOWN,CIT05,3POLELGHT  ,1,.00
360189,WR279,H-TAP 2/0-#1 RUN AND TAP,THO05,3CONNCOMP  ,25,1.11
360455,37.5 14.4-240/120 PAD GT,PAD 37.5 KVA 14400 240/120 1PH,ERM02,3TRANURD1P ,365,2109.69
360311,AC336-ZN11407,SPLICE ALUMINUM 336 FULL TENSION,MIL07,3CONNCOMP  ,372,.00
360277,UC7532-RL-441-ZN 11407,SOCKET METER 20A 6T W/HUB OPENING PRE-WIRE TS06-0658 CITY OF GEORGETOWN,MIL07,3METER     ,372,.00
362003,ELBOW PVC 3X90X48R,ELBOW PVC 3IN 90 DEGREE 48IN RADIUS BELLED END (878947),ATK01,3CONDUFITT ,101,24.64
362034,ARP00016,HUB METER SOCKET LARGE CLOSING PLATE,DUR03,3SOCKETS   ,28,6.02
360113,CEP143B0FB,CAPACITOR 200KVAR 14400V 2 BUSH 150KV BIL,COO02,3CAPACITOR ,49,572.84
360641,31520SCAMT1R2FGBZ,FIXTURE ROADWAY COBRAHEAD 200W MULTI-TAP BRONZE,ACU03,3LGHTHID   ,70,145.06
360952,4000358C08B,FUSE BAYONET LOAD SENSING 15A,COO02,3FUSE      ,14,12.63
362037,S288JLN,SPACER BASE 2IN X 3IN,THO05,3CONDUFITT ,60,.83
360525,Y618609,TAG 3.25"X5.5" EQUIPMENT BLK/WHT PHASE B URD B,ELE01,3SIGNS     ,60,2.25
360623,360623-ZN11407,STREETLIGHT ARM DOUBLE 8' GALV,CIT05,3LGHTARM   ,1,.00
361577,TGB-10517,GUARD WILDLIFE 19.6IN FOR OH BUSHING/ARRESTER,THE04,3WILDLIFE  ,14,40.32
360215,AL1/0N,LUG COMPRESSION 1/0 2H AL/CU,THO05,3CONNCOMP  ,14,2.93
360634,RIDER 1000FT NRR,500 MCM AL TRIPLEX 500-500-350 URD 1000FT 66X32 NRR,CME02,3WIREUDSEC ,301,5.04
360397,CONDUIT PVC 6X20,CONDUIT PVC 6IN X 20FT SCH 40 LONG BELL (8524),ATK01,3CONDUPIPE ,42,14.65
362136,P258LT,PLUG NONMETALLIC W/ PULL TAB,THO05,3CONDUFITT ,60,.88
361765,DA4000144E4SPX2,DEADEND FG 12FT 4 X 6 12K/PH 4 WIRE S4000,GEO08,3FIBARMDE  ,224,446.17
362135,PLUG PVC CONDUIT 2,PLUG PVC 2IN CONDUIT W/ PULL TAB (59651),ATK01,3CONDUFITT ,15,1.55
361752,387-ST,INSULATOR PIN J NECK 35KV 55-7 1-3/8IN PORCELAIN (128/PALLET),NEW13,3INSULPORC ,98,15.80
362133,GPL56,CLAMP GROUNDING #8 SOL - #4 STR FOR 4IN PIPE,PEN04,3CONNMECH  ,70,45.86
362093,HC50150SS,BOLT HEX CAP 1/2 X 1-1/2 STAINLESS STEEL,ALL15,3FASTENERS ,14,.51
360880,602015B0-X1001,ARRESTER 18KV DIST OFF THE POLE,TEC05,3ARRESTDIS ,77,95.12
362172,55084P,NUT SQUARE GALV 5/8,ARK05,3BOLTWSHR  ,14,.30
360462,CSTK6,STRAP KIT 6IN,CIT05,3BRACKET   ,1,10.00
360544,AR0110,ARMOR ROD #4 .244 - .259  40IN ORANGE,PRE12,3FMDWIRE   ,174,4.32
361765,DA3020144E4SPX2,DEADEND FG 12FT DBL ARM 3-5/8 X 4-5/8 15K/PH 4 WIRE STD DRILL GRAY,GEO08,3FIBARMDE  ,224,916.80
360499,AR124FFLPT-ZN11407,SWITCH AIRBREAK VERTICLE MOUNT HORIZ SWING AUTO READY,CIT05,3SWITCH3PH ,1,.00
362006,ELBOW PVC 3X90X24R,ELBOW PVC 3IN 90 DEGREE 24IN RADIUS BELLED END (865575),ATK01,3CONDUFITT ,63,18.84
360812,1500 14.4-480/277 3PH PAD,PAD 1500 KVA 14400 480/277 3PH,GEP01,3TRANURD3P ,63,21939.51
360735,U1N104,SPLICE 1/0-#4 INSULATED,THO05,3CONNCOMP  ,40,.67
360489,UQFB-200,BREAKER CIRCUIT 200A  BOLT ON,MIL07,3SOCKETS   ,100,167.36
360802,4JNP9,PHOTOCELL TORK 3000 FLUSH MOUNT 2000W MAX 120VAC,GRA02,3LGHTPE    ,14,12.96
360308,31012,FUSE FIT ALL TYPE K 12A,COO02,3FUSE      ,91,4.48
360005,RISER 6 SOL CU 500FT NRR,6 AWG CU SOLID XLP RISER 500FT NRR,SER02,3WIRERISER ,20,1.23
360422,NERITINA 1200FT NRR,1/0 AWG AL TRIPLEX ACSR NEU 1200FT 36X24X17 NRR (504 LBS),CME02,3WIREOHSEC ,279,1.58
364121,STJ1510P,TIE SIDE J NECK  336 .666 - .755 25IN BROWN,PRE12,3FMDWIRE   ,53,8.08
360271,U4518-XL-TG-5TW-ZN11407,TERMINAL BOX 5 TERMINALS SMALL CLOSING PLATE TRIPLEX GRD 5TH WIRE INSTALLED,MIL07,3SOCKETS   ,372,.00
360129,J7538,ROD ANCHOR 1 X 8 TWINEYE,MAC10,3ANCHORROD ,8,70.93
360521,1004947A,SOCKET METER 200A 4T UG BLANK SWY,DUR03,3SOCKETS   ,87,63.97
360790,58L106WC60,CAPACITOR 200KVAR 7200V 2 BUSH 95KV BIL,GEG02,3CAPACITOR ,72,564.97
360468,1000 14.4-208/120 3PH PAD,PAD 1000 KVA 14400 208/120 3PH W/TAPS,GEP01,3TRANURD3P ,63,23560.49
360539,BAD2PLK-86-ZN 11407,BOLT-A-BAND FOR STEEL POLES,BAR04,3BRACKET   ,7,.00
360482,37.5 14.4-120/240 2B-ZU11407,37.5 14400 120/240 2 BUSHING W/ TAPS SPADE,CIT05,3TRANOH    ,365,.00
360224,WCY51,CONNECTOR WETJAP 397.5-4/0 TO 4/0-#2,FCI02,3CONNSHOOT ,14,14.18
361216,2B500W,CONNECTOR 2-BOLT CU/AL 350 - 500 MCM RUN 4 - 500 MCM TAP W/ SPACER,THO05,3CONNMECH  ,7,20.53
380880,ZHP018-2000000-PEC,ARRESTER 18KV HD OFF THE POLE PEC ASSMBLY W/ GH-201D,TEC02,3COMPASM-A ,7,109.15
360555,DA3000096E3B7X2,DEADEND FG 8FT 3-5/8 X 4-5/8 13.7K/PH 3 WIRE PUPI 8FT DRILL GRAY,GEO08,3FIBARMDE  ,224,310.74
362002,ELBOW PVC 4X90X36R,ELBOW PVC 4IN 90 DEGREE 36IN RADIUS BELLED END (862293),ATK01,3CONDUFITT ,59,30.74
360876,1012649,PEDESTAL METER 1 POSITION 200A,DUR03,3SOCKETS   ,365,.00
360005,TAP06CUSOL-03,6 AWG CU SOLID HENDRIX TAP WIRE 1000FT NRR,HEN03,3WIRERISER ,42,2.96
360908,VAUL60012BN,LUG COMPRESSION 477--556.5 ACSR 2H AL/CU,209,3CONNCOMP  ,7,12.86
360222,4717,PIN XARM GALV 5/8 X 7 X 1-3/8 LEAD HEAD,ELE05,3PINHDWE   ,32,26.51
360126,J8200-1,ANCHOR 10IN EXPANDING FOR 1IN ROD,MAC10,3ANCHOR    ,14,107.66
361008,88 SUPER 3/4X 66FT,TAPE ELECTRICAL 3/4X66 8.5MIL,3M002,3TAPE      ,14,6.15
360236,5575,PLATE GROUND CU POLE BUTT 7.5 X 7.5,THO05,3GRPLATES  ,14,6.72
